,RPFs.DC1_t_bw_star_s.bam,RPFs.DC2_t_bw_star_s.bam,RPFs.DC3_t_bw_star_s.bam,RPFsRawCounts.DC1_t_bw_star_s.bam,RPFsRawCounts.DC2_t_bw_star_s.bam,RPFsRawCounts.DC3_t_bw_star_s.bam,mRNA.DC4_t_star_s.bam,mRNA.DC5_t_star_s.bam,mRNA.DC6_t_star_s.bam,mRNARawCounts.DC4_t_star_s.bam,mRNARawCounts.DC5_t_star_s.bam,mRNARawCounts.DC6_t_star_s.bam,TE.DC1_t_bw_star_s.bam,TE.DC2_t_bw_star_s.bam,TE.DC3_t_bw_star_s.bam
FBgn0035878,2281.728206,1967.474946,2224.346743,270,348,537,1102.565403,1012.439698,952.405101,1420,1200,1124,2.068502873,1.942370078,2.334104087
FBgn0035879,100.4293293,75.85718679,82.57151779,31,35,52,147.9350649,154.6017971,186.7763859,497,478,575,0.681030551,0.493935085,0.445058719
FBgn0035888,55.92093862,3.741142683,21.92767041,10,1,8,31.85532287,41.87197909,40.37032106,62,75,72,1.732472356,0.110588379,0.554205765
FBgn0035890,148.2743246,140.0419323,106.8772074,17,24,25,84.94518527,105.363497,112.8137402,106,121,129,1.736854998,1.326036999,0.947839928
FBgn0035896,266.8135818,152.9998353,74.73050894,28,24,16,158.4690105,272.084441,253.1926127,181,286,265,1.679408313,0.563927534,0.297925688
FBgn0035900,235.473159,157.5328862,218.8941511,29,29,55,232.7629623,298.3176874,254.82557,312,368,313,1.011593781,0.529647571,0.859547195
FBgn0035901,77.81489455,56.06311653,49.87654455,13,14,17,36.29770661,27.48938257,34.20971776,66,46,57,2.11312978,2.002960801,1.444957466
FBgn0035902,50.24411606,100.8408005,90.29936497,3,9,11,203.1204996,232.4162707,203.1910527,132,139,121,0.251048357,0.436305491,0.447127157
FBgn0035906,789.5503953,642.7660893,792.6450281,83,101,170,776.9970919,709.43096,682.9203273,889,747,716,1.016135412,0.906162774,1.160434917
FBgn0035907,34.76008029,127.9008057,85.18808016,2,11,10,121.3613048,90.2281165,80.1611357,76,52,46,0.29224991,1.412950422,1.061937828
FBgn0035909,713.5766057,756.6130708,1042.677198,106,168,316,749.6408207,795.0734578,822.7988923,1212,1183,1219,0.951955431,0.951687389,1.266907747
FBgn0035916,354.3772176,344.8441883,405.2944296,33,48,77,353.2244439,258.3786765,267.0292214,358,241,248,1.003254359,1.333356284,1.515858709
FBgn0035918,2056.710413,2010.318013,1413.950588,308,450,432,963.8611706,778.0026194,907.2291171,1571,1167,1355,2.13264921,2.581914313,1.557922513
FBgn0035923,18.43103413,51.78796113,75.88519333,5,21,42,51.48007327,62.19481441,67.63726581,152,169,183,0.370255469,0.835321088,1.120166901
FBgn0035936,113.8579111,47.60724488,27.90366643,16,10,8,92.8426318,58.25656238,64.92917368,142,82,91,1.223941708,0.820284588,0.438404803
FBgn0035942,5.095438937,6.817755413,0,1,2,0,14.0449024,14.24385046,14.81613252,30,28,29,0.405149783,0.512846504,0.063226582
FBgn0035944,106.6763861,91.7577137,268.9061972,7,9,36,58.80786524,100.4157793,96.26447766,42,66,63,1.800371668,0.914628023,2.774971949
FBgn0035945,387.7805981,251.5659942,146.8724611,66,64,51,513.3795051,436.4181951,391.7590523,951,744,665,0.755824434,0.577401665,0.376496634
FBgn0035947,132.2089546,254.9399225,297.3271773,17,49,78,192.2118236,193.3299192,175.4485254,269,249,225,0.689445149,1.317038177,1.690732052
FBgn0035951,188.7218018,216.4387913,246.671436,21,36,56,217.1572821,192.8985718,159.4892076,263,215,177,0.869656057,1.121404812,1.543227982
FBgn0035953,50.43515833,42.17676067,61.80184675,12,15,30,170.6830054,140.98704,139.9089447,442,336,332,0.299593767,0.304089448,0.445690988
FBgn0035954,59.53521831,152.6793688,233.4489866,6,23,48,258.0031481,347.7103269,296.4791923,283,351,298,0.233723871,0.440707822,0.788118943
FBgn0035956,204.5930073,153.9831247,242.3458535,24,27,58,136.2839342,181.2787594,170.9483033,174,213,200,1.497575143,0.850253344,1.415226838
FBgn0035957,116.0381219,155.2603305,271.7407017,9,18,43,49.75346608,29.60559475,29.73317397,42,23,23,2.306012395,5.105613263,8.87447232
FBgn0035959,347.236823,350.7781563,268.9124544,100,151,158,691.0350819,590.375321,551.8363382,2166,1703,1585,0.503206892,0.594847542,0.488232115
FBgn0035960,12.69568017,33.97392973,43.55941802,1,4,7,101.4824854,100.1315265,95.47122411,87,79,75,0.133639227,0.345826182,0.461893362
FBgn0035964,105.189902,131.948708,193.3451907,8,15,30,41.07512086,69.57411741,35.59615442,34,53,27,2.523816921,1.8838168,5.310535867
FBgn0035965,84.59468521,67.91319218,157.5631777,5,6,19,85.49714907,74.32133867,91.60561373,55,44,54,0.989566548,0.914922562,1.712241529
FBgn0035968,60.02012055,20.07690146,7.354699409,12,6,3,11.0291674,14.48109451,6.519499016,24,29,13,5.072680304,1.36146068,1.111071282
FBgn0035978,22.01202562,29.45234134,21.57834145,4,8,8,39.43760115,39.5567213,40.83071571,78,72,74,0.569074944,0.750858066,0.539755083
FBgn0035980,651.3126156,298.7875571,629.3592104,35,24,69,249.6262032,248.9510814,231.365386,146,134,124,2.602731108,1.199384917,2.712793077
FBgn0035981,2076.277426,1997.573878,2345.521967,210,302,484,1447.097298,1402.645549,1558.381858,1593,1421,1572,1.434487467,1.423845129,1.504777008
FBgn0035983,321.7194921,256.9936416,143.5689295,67,80,61,404.5645051,361.4612035,344.7234667,917,754,716,0.795729133,0.711782776,0.418163485
FBgn0035986,395.1335955,397.7787365,407.6383044,105,158,221,354.7463106,311.8318866,341.8519877,1026,830,906,1.113528331,1.274738137,1.191879642
FBgn0035989,34.55311346,62.74405271,48.38906131,7,19,20,56.6911189,53.22316223,53.4525165,125,108,108,0.616266665,1.175587149,0.907011549
FBgn0035993,169.4363622,259.0946115,233.3282861,21,48,59,461.0983604,364.0940077,325.2135495,622,452,402,0.36883135,0.712404493,0.718327876
FBgn0035995,31.28407227,15.69691706,30.66770886,4,3,8,18.6832535,31.23280956,21.95718065,26,40,28,1.640179672,0.518009981,1.379424997
FBgn0035996,274.192112,151.0650124,181.8284878,17,14,23,94.84225663,111.107378,95.41426333,64,69,59,2.87130251,1.356422879,1.896280504
FBgn0035997,127.3919964,196.6753201,105.6694696,26,60,44,214.2849242,190.774874,223.5298089,476,390,455,0.596381734,1.030767566,0.475079323
FBgn0035998,58.90073997,49.25616366,64.95780251,4,5,9,27.05868112,36.75264002,26.57593294,20,25,18,2.134838046,1.331196007,2.391861144
FBgn0035999,50.58132489,33.8391948,79.33562267,5,5,16,76.21666093,79.78753729,99.40346578,82,79,98,0.668007711,0.431244669,0.800127984
FBgn0036000,507.5681112,234.4622111,521.2616403,42,29,88,200.9738179,240.0965324,249.6131803,181,199,206,2.517990284,0.976630434,2.083935249
FBgn0036004,572.0811797,425.978804,257.3579916,292,325,268,988.6013682,951.3846676,900.6776867,5492,4864,4585,0.579103059,0.448325995,0.286530315
FBgn0036005,233.7226294,239.1415335,276.2891018,17,26,41,322.1127326,343.1465395,322.5692424,255,250,234,0.726441906,0.697788604,0.856969902
FBgn0036007,467.0579803,801.9920942,1009.826701,90,231,397,490.1593277,556.960665,618.6790311,1028,1075,1189,0.952965675,1.439155382,1.631210111
FBgn0036008,61.4745276,17.62577551,0,7,3,0,50.83391741,33.31720257,36.98296317,63,38,42,1.205282771,0.542753317,0.026327593
FBgn0036018,611.9960002,580.0241533,333.2990915,108,153,120,363.4093696,317.9427428,357.9485704,698,562,630,1.682163115,1.82171931,0.931328661
FBgn0036020,342.6984694,262.9829995,321.1254013,34,39,65,417.6626687,259.6215428,337.547557,451,258,334,0.820943674,1.012897847,0.951492322
FBgn0036030,1299.196648,1301.405841,1442.265588,185,277,419,1100.1285,943.7044339,973.8242781,1705,1346,1383,1.180785574,1.378638434,1.480539232
FBgn0036032,8.388140793,0,8.222876405,3,0,6,13.10178602,22.05257565,14.01747259,51,79,50,0.66574126,0.043379101,0.614143049
FBgn0036035,2164.332419,2455.588959,2593.177183,171,290,418,619.8276314,538.301049,649.7601462,533,426,512,3.487815796,4.555134768,3.986379926
FBgn0036038,113.0375837,137.4959784,78.07103448,22,40,31,136.4312621,146.7080655,125.7028909,289,286,244,0.829779061,0.937633148,0.624066538
FBgn0036039,62.72594565,69.94002557,30.74505491,9,15,9,334.2651349,281.1084146,277.4281139,522,404,397,0.190076268,0.251463699,0.114015264
FBgn0036043,243.0946426,197.8406274,60.19047756,97,118,49,510.9481431,435.3521308,373.9054877,2219,1740,1488,0.47679564,0.455688453,0.163215743
FBgn0036052,111.3785824,149.0258136,163.7762777,15,30,45,154.8645995,127.5048329,210.6939752,227,172,283,0.721001323,1.16747215,0.778370181
FBgn0036053,35.99578464,27.09155835,110.2705949,8,9,50,62.01100734,76.81491263,90.6803045,150,171,201,0.587132093,0.361004818,1.213680469
FBgn0036058,215.9120749,283.911908,186.113195,29,57,51,592.3967871,544.0988234,503.8925766,866,732,675,0.365543056,0.522679367,0.370600012
FBgn0036059,491.7680618,346.7791857,420.1906322,74,78,129,543.4185711,400.7313425,502.4064432,890,604,754,0.905127209,0.865700902,0.836681051
FBgn0036062,475.5831586,1229.284856,1345.66068,44,170,254,192.6599263,147.8366559,157.1437263,194,137,145,2.460928121,8.26600711,8.515422721
FBgn0036063,806.4091226,921.0844175,1002.612166,41,70,104,135.5341412,143.3448875,149.8788742,75,73,76,5.913606044,6.388064262,6.651773959
FBgn0036090,499.5301458,539.8429877,838.1204095,26,42,89,748.4625594,631.0619934,697.3522065,424,329,362,0.667852102,0.855680287,1.201571931
FBgn0036096,53.31369228,49.93402983,266.5428201,5,7,51,58.78085198,130.9367753,116.5334245,60,123,109,0.908546641,0.38604877,2.276312641
FBgn0036099,884.2964427,824.0133985,784.3144843,84,117,152,945.9611839,791.4096487,754.7096242,978,753,715,0.934881448,1.041145069,1.039174915
FBgn0036102,14.2812733,0,41.99970464,1,0,6,0,0,0,0,0,0,15.2812733,1,42.99970464
FBgn0036104,1041.232269,1197.646525,964.0112154,171,294,323,515.820145,457.7562235,487.2026643,922,753,798,2.016624699,2.612818015,1.9766611
FBgn0036105,710.5953557,1257.148646,1168.731781,45,119,151,121.8722998,146.6157317,120.3313247,84,93,76,5.791340742,8.523133894,9.640806146
FBgn0036107,289.9620688,282.1618583,387.6125364,11,16,30,293.0554108,157.9019625,232.5875325,121,60,88,0.989480411,1.781990945,1.663669856
FBgn0036109,58.69224177,0,0,2,0,0,0,0,0,0,0,0,59.69224177,1,1
FBgn0036111,2528.335535,3731.918935,1745.401209,475,1048,669,2765.601345,2352.016052,2693.044934,5655,4426,5046,0.914239249,1.586440064,0.648245019
FBgn0036112,21.78785585,0,0,1,0,0,0,0,0,0,0,0,22.78785585,1,1
FBgn0036117,239.2426856,368.8217484,260.0213834,23,53,51,239.883526,205.6192619,199.2046422,251,198,191,0.997339625,1.78987063,1.303772883
FBgn0036118,231.3566274,412.7437416,365.3974303,9,24,29,151.1594416,151.4185977,146.9161523,64,59,57,1.527060201,2.714522689,2.477061665
FBgn0036121,216.2681517,64.30427859,200.2290267,9,4,17,110.3915759,93.56263385,113.2408634,50,39,47,1.950489972,0.690592848,1.761445255
FBgn0036124,1267.872525,1137.920826,1017.508999,284,381,465,621.8309318,570.0534361,640.9963007,1516,1279,1432,2.037266391,1.994420757,1.586471757
FBgn0036126,297.0458327,216.7912975,119.1245694,11,12,9,39.69781751,32.35190046,29.78370479,16,12,11,7.323386141,6.53010157,3.902212883
FBgn0036133,412.1027182,621.7893887,696.2267273,47,106,162,471.2803765,423.6827239,355.1765144,585,484,404,0.874698037,1.466481572,1.957531446
FBgn0036134,242.8750366,264.0377748,267.8511114,56,91,126,485.7518095,453.7784918,409.6387284,1219,1048,942,0.501025434,0.582784322,0.654714455
FBgn0036135,223.4146451,277.5791044,516.2446852,14,26,66,231.6629375,207.1165138,206.4089703,158,130,129,0.964548318,1.338572799,2.493839512
FBgn0036136,208.2984711,148.643056,163.3556351,15,16,24,71.44942197,88.72838361,90.50309564,56,64,65,2.888890835,1.667733776,1.796175681
FBgn0036141,1082.180961,952.3853382,1341.861193,168,221,425,961.7447898,1020.599396,1049.540561,1625,1587,1625,1.125096674,0.933228173,1.278257349
FBgn0036142,107.2018856,90.84365218,38.53291867,15,19,11,80.76666418,77.05888014,78.82411526,123,108,110,1.32330072,1.17659454,0.495250321
FBgn0036144,21.17027362,42.48910134,14.52722164,5,15,7,110.4817835,98.49181952,88.30291824,284,233,208,0.198869025,0.437112333,0.17387138
FBgn0036147,315.2197396,358.5024657,287.3785874,50,85,93,171.4553267,210.8511535,212.3918919,296,335,336,1.833632777,1.696957792,1.351403677
FBgn0036150,6.786966148,13.62155717,23.28636919,1,3,7,41.77979986,47.43091423,48.9963168,67,70,72,0.182024371,0.301905454,0.485763167
FBgn0036152,33.52994601,16.82379382,22.59766717,8,6,11,159.0408866,87.45344578,99.17680759,413,209,236,0.215757028,0.201504799,0.235560183
FBgn0036165,50.07551165,57.69582714,19.09013421,18,31,14,334.8420988,389.9489639,423.9862112,1310,1404,1520,0.152081921,0.150136802,0.047272438
FBgn0036173,160.043999,92.79430163,125.5126308,15,13,24,171.554476,141.6731497,120.8876217,175,133,113,0.933293663,0.65740682,1.037944863
FBgn0036180,183.0509051,132.1301599,94.44442588,38,41,40,250.5074145,252.484871,230.8720904,566,525,478,0.73179117,0.525199628,0.411625331
FBgn0036184,546.183097,252.2997283,682.0257919,42,29,107,461.2030168,553.0779406,486.3546266,386,426,373,1.183858774,0.45715541,1.401496476
FBgn0036187,265.789242,277.1814554,291.2058729,34,53,76,301.6641083,213.0634236,292.3631065,420,273,373,0.881469704,1.299528199,0.996055286
FBgn0036188,142.5846537,197.5934605,219.647104,14,29,44,190.8933442,198.2746233,235.8913327,204,195,231,0.748252391,0.996581788,0.931427509
FBgn0036191,155.8485898,107.1598063,201.5821333,36,37,95,95.85908696,85.57626724,68.5824061,241,198,158,1.619348217,1.249300874,2.911398795
FBgn0036192,52.24965851,244.6872365,230.4910261,3,21,27,64.0085608,59.11924667,71.59806956,40,34,41,0.819117634,4.086665255,3.188666414
FBgn0036193,171.4155463,83.40216584,190.9526045,11,8,25,120.2687169,102.6807968,168.7471832,84,66,108,1.421764415,0.814057843,1.130814667
FBgn0036194,1133.108095,882.4243035,1405.835282,128,149,324,1128.929205,1118.8783,985.2344883,1388,1266,1110,1.003698365,0.788857417,1.42647139
FBgn0036196,18.21372204,16.24677855,47.61299361,3,4,16,23.98621791,44.24743324,29.21957816,43,73,48,0.768972804,0.381165899,1.608658908
FBgn0036198,44.09722952,14.75064901,194.5278873,2,1,18,158.0126227,266.3510741,249.8129843,78,121,113,0.283607859,0.05891373,0.779576416
FBgn0036199,26.81491908,89.69666892,78.85982278,3,15,18,73.9117721,65.14271708,47.49920712,90,73,53,0.371302378,1.37122684,1.646621203
FBgn0036202,3.150400589,2.10763596,0,1,1,0,5.789107912,24.53285858,11.68753054,20,78,37,0.611332246,0.121711243,0.078817544
FBgn0036206,22.05594719,11.06666584,13.51337354,4,3,5,3.546333964,3.853466028,6.081541317,7,7,11,5.071327222,2.48619559,2.049465348
FBgn0036207,267.7605688,427.1641363,721.8340541,26,62,143,231.8223093,284.8005448,308.7448463,245,277,299,1.154359175,1.498122184,2.333643522
FBgn0036210,155.3941734,72.77171171,144.7159457,10,7,19,18.56068295,26.37372204,40.51010167,13,17,26,7.995332973,2.69498286,3.510373135
FBgn0036211,183.8199368,81.98439066,66.07270608,30,20,22,219.5592984,171.8958732,163.421145,390,281,266,0.837960304,0.479967446,0.407932362
FBgn0036213,3609.725713,3397.074467,3360.82949,209,294,397,9706.938251,10683.83319,10321.18188,6117,6196,5960,0.371935381,0.318027844,0.325689813
FBgn0036224,22.07797377,22.15543553,54.10747568,2,3,10,0,0,0,0,0,0,23.07797377,23.15543553,55.10747568
FBgn0036237,658.6404852,392.7392144,631.6276824,46,41,90,577.5252547,564.6449638,394.8012682,439,395,275,1.140210353,0.69608896,1.59834678
FBgn0036239,143.0967508,45.78512894,100.6338139,23,11,33,622.5090734,531.6960991,538.3540529,1089,856,863,0.231106101,0.087827054,0.188436173
FBgn0036240,32.07071238,8.582195788,18.86331028,5,2,6,18.26905848,24.33380211,23.7955409,31,38,37,1.7162599,0.378237572,0.801083968
FBgn0036248,1491.310839,1547.606336,1450.417562,127,197,252,790.8321152,711.608156,810.0431356,733,607,688,1.884630353,2.173152697,1.789568888
FBgn0036249,253.2520136,239.1911171,299.3752531,17,24,41,310.7031901,254.3243064,259.901322,227,171,174,0.815686273,0.940729539,1.151298318
FBgn0036254,513.4234811,642.5157016,467.7803169,85,159,158,112.1047566,62.71593672,129.0005789,202,104,213,4.548203776,10.09976051,3.60598638
FBgn0036257,48.25942125,0,23.65430351,7,0,7,70.94437408,43.36230816,62.21309872,112,63,90,0.684687606,0.022541658,0.390018904
FBgn0036258,1844.29329,1487.869172,1759.212819,204,246,397,2680.492853,2686.992326,2371.334462,3227,2977,2616,0.688158944,0.553896363,0.741974982
FBgn0036263,355.0931311,348.6757904,423.8923558,62,91,151,124.7138819,89.19960948,78.09886905,237,156,136,2.832568097,3.876688518,5.371661579
FBgn0036266,189.0472777,208.3096349,256.181297,17,28,47,283.020012,268.6733839,258.681128,277,242,232,0.669133405,0.776159782,0.990373459
FBgn0036271,61.27978253,23.42658512,68.65421624,7,4,16,39.41224055,63.80134117,50.03216378,49,73,57,1.541111843,0.376945672,1.36490815
FBgn0036272,3471.455323,3923.729045,3274.862725,438,740,843,1510.296067,1262.077226,1308.83929,2074,1595,1647,2.297667148,3.1072756,2.500965386
FBgn0036273,10.58446109,17.70266207,7.781943358,2,5,3,37.44081983,50.72216248,57.8389643,77,96,109,0.301358325,0.36159861,0.149253874
FBgn0036277,1479.729459,3731.340376,4091.367108,39,147,220,522.9074647,496.2228759,642.9240506,150,131,169,2.82631869,7.50637301,6.355356823
FBgn0036279,13.14092197,2.197837935,11.27176539,4,1,7,1.207373685,28.20668634,12.18772998,4,86,37,6.406220238,0.109489926,0.930544181
FBgn0036286,96.70527111,58.81488895,81.87270101,11,10,19,117.1227695,102.6906957,151.6146484,145,117,172,0.827150189,0.576858787,0.54301931
FBgn0036287,15.6716052,41.93757299,25.60473487,3,12,10,65.75498215,62.58370157,58.66316695,137,120,112,0.249743235,0.675292126,0.445915566
FBgn0036289,21.75926286,14.55707094,21.33055865,2,2,4,0.999608758,1.086180385,0,1,1,0,11.38185796,7.457203151,22.33055865
FBgn0036290,108.4582718,140.5834545,96.35377865,16,31,29,47.33388585,48.04949402,67.2873069,76,71,99,2.264628012,2.886542611,1.425649701
FBgn0036291,177.5911795,118.8095118,63.3062734,11,11,8,53.40071557,24.17729659,66.36938872,36,15,41,3.28288291,4.758632896,0.954532535
FBgn0036292,204.6982506,136.944297,259.6844483,17,17,44,112.844722,86.55366832,97.79248525,102,72,81,1.806831683,1.57553989,2.638707262
FBgn0036298,655.0901781,473.5212885,535.1529123,87,94,145,552.7700245,532.2343079,481.6790622,799,708,638,1.184770119,0.889892645,1.110785518
FBgn0036299,367.9458153,319.23596,369.1503166,64,83,131,221.8549146,353.5675335,300.9051713,420,616,522,1.655542647,0.903173387,1.226048282
FBgn0036300,161.4989445,168.0680009,123.1354977,9,14,14,59.35339274,41.20432343,44.98030977,36,23,25,2.692457492,4.005940318,2.699753401
FBgn0036301,989.5944685,1096.916607,1321.995384,102,169,278,310.2074336,259.5850363,264.5947641,348,268,272,3.183068146,4.213275723,4.981255519
FBgn0036302,335.6833908,242.981816,156.4429755,61,66,58,210.3338728,206.573989,171.5993593,416,376,311,1.593135006,1.175396865,0.912187485
FBgn0036305,283.1469448,484.5804949,451.8554403,43,110,140,264.3873858,228.7759887,255.5110248,437,348,387,1.070687455,2.113277796,1.765442404
FBgn0036306,257.0629194,257.9648385,417.3720648,16,24,53,265.7099559,173.2331414,312.5190081,180,108,194,0.967578876,1.48631217,1.334439233
FBgn0036309,185.0751747,206.3605789,193.8797922,51,85,109,250.066275,245.6379468,258.7038234,750,678,711,0.741139664,0.840748885,0.750392465
FBgn0036314,1420.713161,1833.838751,2039.928195,85,164,249,1041.197319,1029.580751,1064.183345,678,617,635,1.364149701,1.780392996,1.916034647
FBgn0036316,53.81709687,32.73085883,55.15482015,11,10,23,35.96113891,48.84446464,35.31956387,80,100,72,1.483100859,0.676722261,1.546131456
FBgn0036317,50.48207872,60.04053075,96.22564264,9,16,35,95.85693402,109.7586014,112.4812077,186,196,200,0.531527033,0.551113232,0.856755446
FBgn0036318,90.87500812,66.32279854,24.29579327,11,12,6,203.4241177,274.6526437,207.9125733,268,333,251,0.449433311,0.244230556,0.121083154
FBgn0036330,280.2347882,364.541861,244.189832,18,35,32,288.9460628,223.8204719,252.8831027,202,144,162,0.969955534,1.625927826,0.965758766
FBgn0036333,93.84289774,85.91143564,75.0477296,19,26,31,230.0761691,207.1022761,164.9101159,507,420,333,0.410439978,0.417638083,0.458367045
FBgn0036334,1423.583288,1605.983119,2052.258295,51,86,150,500.1072907,423.5884071,433.8100987,195,152,155,2.842870808,3.784802158,4.722195508
FBgn0036335,1211.868049,1013.433294,715.4949683,44,55,53,131.5896924,112.7390285,127.0327632,52,41,46,9.147528939,8.91895515,5.596184525
FBgn0036337,322.0370904,285.3185904,319.9583798,37,49,75,175.9311414,228.532353,175.4104578,220,263,201,1.825778593,1.247399709,1.819384088
FBgn0036340,1219.284971,950.7026273,435.5974027,284,331,207,1083.18661,1023.121173,1009.450395,2746,2387,2345,1.125530383,0.929287132,0.432081976
FBgn0036341,117.0392351,117.4498735,14.34166385,12,18,3,210.588165,178.1923647,164.2913752,235,183,168,0.557872578,0.661020763,0.092815876
FBgn0036342,17.63889181,35.40155763,73.48831298,2,6,17,39.70573596,47.54696859,53.94191872,49,54,61,0.457893498,0.749821434,1.355764682
FBgn0036349,4608.740712,2992.052699,3341.670579,169,164,250,3066.85228,2382.272275,2324.179954,1224,875,850,1.502595396,1.255858481,1.437596507
FBgn0036350,167.4803869,196.0793343,71.82904032,8,14,7,59.62817697,58.52208256,41.98162245,31,28,20,2.778912303,3.31102888,1.694422783
FBgn0036351,35.84985578,35.97563694,87.85884159,2,3,10,4.940768909,5.368666724,1.797267296,3,3,1,6.202876487,5.80586778,31.76630339
FBgn0036352,122.2529644,235.1402998,164.7859379,8,23,22,1.404058753,38.14144946,13.79009239,1,25,9,51.26869893,6.032998345,11.20925641
FBgn0036353,98.85427713,216.4387913,114.5260239,11,36,26,184.1295586,178.5433292,172.1041732,223,199,191,0.539375116,1.211065832,0.667378618
FBgn0036354,373.8456168,290.6623927,356.5751889,37,43,72,760.3093655,775.7194511,646.3481383,819,769,638,0.492369638,0.375505457,0.552369224
FBgn0036356,199.1658655,216.5200371,183.0392533,16,26,30,133.8124913,114.3327173,122.3140243,117,92,98,1.484772394,1.886021957,1.492443818
FBgn0036359,24.89573318,0,0,1,0,0,0,0,0,0,0,0,25.89573318,1,1
FBgn0036364,17.4900404,11.70093677,0,1,1,0,1.606965978,10.47682852,14.02930168,1,6,8,7.092551479,1.106659104,0.066536691
FBgn0036365,214.6736554,105.7187317,143.2189173,72,53,98,290.3808617,234.8610677,291.179279,1060,789,974,0.740177835,0.45246438,0.493597348
FBgn0036369,22.35781864,2.991501633,0,5,1,0,0,5.35708384,2.690084546,0,12,6,23.35781864,0.62788249,0.270996501
FBgn0036372,1160.639081,865.2140684,516.8735651,175,195,159,953.0413842,805.1568442,788.676835,1564,1216,1186,1.217598209,1.074498188,0.655804428
FBgn0036373,273.6065726,393.5453683,355.3861146,40,86,106,392.7918077,359.8859752,341.5475165,625,527,498,0.697339475,1.093268776,1.040399061
FBgn0036374,190.5112432,143.7237176,84.43835008,94,106,85,501.8424518,422.0800586,409.0644955,2695,2086,2013,0.380857349,0.342071707,0.208353444
FBgn0036376,847.056482,811.7388567,993.074825,148,212,354,878.1788946,793.0998973,843.0002534,1670,1388,1469,0.964600592,1.023471807,1.17781342
FBgn0036381,75.0869252,68.50033793,184.0188788,11,15,55,5.644558964,33.39300388,16.42623877,9,49,24,11.45101212,2.020769636,10.61725833
FBgn0036382,17.67650139,0,0,1,0,0,0,3.529507264,0,0,2,0,18.67650139,0.220774566,1
FBgn0036386,303.7743859,339.9430051,435.8553626,55,92,161,113.1642357,115.7965258,122.3871976,223,210,221,2.669613509,2.919119407,3.540524229
FBgn0036389,276.5884948,172.7033283,177.1442169,75,70,98,0,0,0,0,0,0,277.5884948,173.7033283,178.1442169
FBgn0036395,958.4137746,782.2448225,770.4153913,50,61,82,38.74552883,34.44635875,71.11152973,22,18,37,24.13891079,22.0966229,10.69753192
FBgn0036396,122.6372655,49.227018,198.3647293,10,6,33,187.0451346,134.6799406,121.7342845,166,110,99,0.657487181,0.3701875,1.624360545
FBgn0036397,61.10770872,13.6271352,26.62389139,9,3,8,43.04457762,69.14191993,46.97403161,69,102,69,1.410110213,0.208536282,0.575809255
FBgn0036398,390.5289699,352.7092457,211.1971487,300,405,331,909.4733527,850.0880732,829.4740632,7604,6541,6355,0.430027929,0.415596525,0.255513276
FBgn0036402,280.5777746,152.2915027,158.2833696,53,43,61,264.6014171,254.220311,243.1073723,544,481,458,1.060151627,0.60062423,0.652513556
FBgn0036405,52.4701212,61.42991803,147.879498,4,7,23,130.1642442,116.5547173,97.32828041,108,89,74,0.407657754,0.531071142,1.514106597
FBgn0036406,305.1636497,170.1301849,436.2622694,12,10,35,271.0350225,251.347472,252.4306023,116,99,99,1.12545674,0.678152959,1.725372806
FBgn0036411,7.100881499,14.25159065,17.40244721,1,3,5,12.39600479,43.2443997,13.52761145,19,61,19,0.604723694,0.344712342,1.26672215
FBgn0036414,17.45321926,0,11.40623558,3,0,4,3.741693414,5.227386021,2.333294385,7,9,4,3.891693885,0.16058102,3.721914161
FBgn0036423,94.34172575,31.55757626,46.24149557,8,4,8,159.2747872,175.4235399,141.8895234,147,149,120,0.594864154,0.184542132,0.33061553
FBgn0036428,547.6361491,834.0802685,416.9127392,94,214,146,1414.206852,1374.989872,1300.887456,2642,2364,2227,0.387672055,0.606894197,0.321005274
FBgn0036446,43.14108838,19.24108943,10.57277907,12,8,6,180.3509206,153.9766676,135.1749986,546,429,375,0.243401513,0.130607334,0.084984609
FBgn0036448,283.7136297,148.8674794,164.965624,102,80,121,479.6894537,427.9277395,378.4557695,1877,1541,1357,0.592302634,0.349400297,0.437378049
FBgn0036449,585.1161321,436.9630092,443.5303236,86,96,133,643.2426983,643.9315895,565.5270803,1029,948,829,0.909775359,0.679084443,0.784658561
FBgn0036450,401.3448303,419.534344,267.4145339,64,100,87,233.9265966,232.8994226,302.4391648,406,372,481,1.712640613,1.797928098,0.884574455
FBgn0036451,405.6639769,393.0056357,205.4010945,212,307,219,846.0033273,860.2413268,753.4366443,4812,4503,3927,0.480120873,0.457485752,0.273583072
FBgn0036459,6.885613912,23.03257487,3.374976265,1,5,1,1.265285504,8.249197209,6.903954523,2,12,10,3.481068456,2.598341707,0.553517388
FBgn0036460,408.9871047,554.6244028,715.1709706,37,75,132,87.34181483,100.4238937,114.1564278,86,91,103,4.640917843,5.47823972,6.21911416
FBgn0036461,13.8691412,0,30.59075099,2,0,9,36.31702785,18.69266018,29.89807893,57,27,43,0.398454594,0.050780341,1.022417965
FBgn0036462,947.8771236,1014.616322,1308.030379,65,104,183,696.7193918,569.2502309,576.089768,520,391,394,1.359969545,1.781001158,2.268330599
FBgn0036463,11.654563,10.39595882,5.712471542,3,4,3,10.35115011,16.28965185,16.35984875,29,42,42,1.114826505,0.659120202,0.386666476
FBgn0036465,246.9444853,118.0051921,164.2679937,14,10,19,98.85917933,84.52794417,99.04089995,61,48,56,2.482941348,1.391418831,1.652004268
