"","RPFs.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFs.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFs.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam","mRNA.DC4_184t_star_Aligned.sortedByCoord.out.bam","mRNA.DC5_184t_star_Aligned.sortedByCoord.out.bam","mRNA.DC6_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC4_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC5_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC6_184t_star_Aligned.sortedByCoord.out.bam","TE.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","TE.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","TE.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam"
"FBgn0016694",8.64650575549545,9.03138055968996,3.76723274919879,10,11,4,13.2011230185857,10.8108057546801,12.0033986014932,109,91,97,0.679277670003324,0.84933922105314,0.366614367158702
"FBgn0016696",1831.56625176368,1508.89391198502,1592.48364945464,793,688,633,579.737236540716,530.910632784118,521.612875732656,1792,1673,1578,3.15558592846525,2.83862329294295,3.04907078154307
"FBgn0016697",5119.84584577291,4302.65916991581,4112.98099929192,461,408,340,1894.72852386879,1413.00267215285,1703.89411863982,1218,926,1072,2.70125483754516,3.04360045045982,2.41304193281756
"FBgn0016698",75.3419144725082,135.928672416421,123.097642973192,10,19,15,259.606465322022,193.577240731187,264.176751171961,246,187,245,0.292939449442189,0.703723991058086,0.467980855880978
"FBgn0016701",438.626198883831,348.345763521813,434.333882121722,55,46,50,424.481943168382,371.456201984487,458.827871043303,380,339,402,1.03324290476377,0.93795125886067,0.946732265562749
"FBgn0016715",23.7715259026509,0,0,2,0,0,8.32416756883814,4.89919082984981,1.70105722320726,5,3,1,2.65670106417206,0.169514773948321,0.37022540337468
"FBgn0016726",323.75718311631,691.707928325532,705.295698351283,12,27,24,13600.7782148377,10383.106592308,14854.3007264009,3599,2801,3847,0.0238760828170278,0.0667084762822691,0.0475450286304909
"FBgn0016754",26.1275959197645,32.5626383284135,17.7869422396822,16,21,10,105.44455027459,129.458722840673,126.435372444029,461,577,541,0.254851900353607,0.257266341395991,0.147423292916051
"FBgn0016756",718.793412491815,670.15739808218,784.963702957899,386,379,387,597.56564073399,676.990634036908,548.204926771693,2291,2646,2057,1.20253045532178,0.989921341665089,1.43109368588135
"FBgn0016762",17.0652498959681,0,37.1761553738007,2,0,4,52.5870826641463,97.3053649671715,79.3757555495776,44,83,65,0.337119488463124,0.0101723847964345,0.474971029668925
"FBgn0016794",431.861274692652,435.706484737509,455.698715517474,192,204,186,475.103380395731,519.501473791625,487.372216359044,1508,1681,1514,0.909174966018648,0.83901104363124,0.935144752750872
"FBgn0016797",11.3124534476102,26.8545349779566,21.5633722560243,8,20,14,39.2171251072554,147.657818292267,42.0941759422174,198,760,208,0.306149517519565,0.187373495036726,0.523582868512865
"FBgn0016917",1210.66647606492,1084.56085729199,963.24417548902,601,567,439,860.584717390267,879.866149281236,830.587062271223,3050,3179,2881,1.40632308304522,1.23237890135497,1.15952281996245
"FBgn0016926",33.6247615090761,99.7769115971135,96.1413789853096,8,25,21,1134.47436197424,1252.57810111878,1320.97141677615,1927,2169,2196,0.0304936532859044,0.0803914104012932,0.0734822082781526
"FBgn0016930",152.502374448732,160.899583133315,117.661969051388,72,80,51,245.650804827415,287.816997122573,217.954007406287,828,989,719,0.622346943307724,0.560561132988323,0.541949290890124
"FBgn0016970",89.5925619538325,182.299718237556,69.7052913258763,7,15,5,127.284643266627,109.028902915023,192.333561523977,71,62,105,0.706183995581957,1.66592334724195,0.365716592445372
"FBgn0016975",2.51923396207882,7.17646514425326,0,2,6,0,0,0,0,0,0,0,3.51923396207882,8.17646514425326,1
"FBgn0016977",503.911974245216,689.618162836102,631.260317469434,1106,1594,1272,442.258849104048,489.78381554987,307.057776591503,6930,7824,4709,1.13909056810887,1.40717387361753,2.05240823479628
"FBgn0016978",448.570629049718,405.660159985877,422.676997198564,126,120,109,402.91681752602,406.967428572382,376.527400698777,808,832,739,1.1130277560695,0.996795654518108,1.12224171388452
"FBgn0016983",2758.6132695092,2325.13796956662,2326.17220870015,890,790,689,1050.65450154445,1017.40296968767,1018.95186474523,2420,2389,2297,2.62406832800741,2.28410367880212,2.2816490553517
"FBgn0016984",214.707941944889,434.452876163475,342.448888608275,84,179,123,702.801804575093,691.848631306385,627.371529634143,1963,1970,1715,0.306489611908736,0.628496408143892,0.546569779837481
"FBgn0017414",87.1951779050032,135.4855911977,284.92827541967,11,18,33,154.332833065935,87.1296173767851,121.387905971182,139,80,107,0.567781943869952,1.54869152119628,2.33624616052338
"FBgn0017418",355.286807024158,343.574076102403,379.868503507995,163,166,160,207.302717967597,201.250415912285,205.262318065325,679,672,658,1.71042802753818,1.70370021019805,1.84652488675789
"FBgn0017429",60.2783396133908,120.835124873053,167.790911857821,9,19,23,246.727901766907,270.546636420053,238.676674215003,263,294,249,0.247361476750605,0.448671088249414,0.704244217384318
"FBgn0017430",196.730203568434,349.246838633861,475.154895394971,23,43,51,340.255607102311,400.75008324919,418.659711986525,284,341,342,0.579419647481874,0.871802777988764,1.13462141300392
"FBgn0017457",1312.68376918805,1101.94947507463,1637.04245513847,207,183,237,797.645376076025,772.839706132084,779.605317601833,898,887,859,1.64488997061819,1.42529449747099,2.0984259499677
"FBgn0017482",5.35739085554895,0,5.83546083585693,1,0,1,5.25285142858485,25.0269707493196,16.1014313884289,7,34,21,1.01671868077437,0.0384216822476793,0.39970109405473
"FBgn0017545",8277.84797770622,8961.01990324522,8897.8881885218,1064,1213,1050,8826.82634582669,8774.89868844461,10222.5128401873,8100,8209,9181,0.937812735931309,1.02120822281662,0.870433512201539
"FBgn0017550",1092.18775436876,892.862392103075,807.543726525142,302,260,205,456.92049944054,478.014938393361,480.837059819943,902,962,929,2.38728721624028,1.86604283177709,1.67804387405835
"FBgn0017551",81.1479022114978,109.160570113038,117.852245128286,12,17,16,1217.14669495104,1141.88921453798,1335.57104946325,1285,1229,1380,0.0674367894704174,0.0963877939451649,0.0889232526591198
"FBgn0017558",709.847515426157,573.249261478567,516.665136591167,214,182,143,553.358773468479,518.188528933327,521.7240352001,1191,1137,1099,1.28228784218308,1.10605151977907,0.990322047068303
"FBgn0017561",28.0994074592246,80.0459271511622,56.1126039945921,12,36,22,127.587833365351,155.074000619445,245.312035377811,389,482,732,0.226299850441883,0.519278847402498,0.231870943321907
"FBgn0017566",354.619002678745,374.565708087187,486.084582791836,89,99,112,607.776106303445,660.230133678234,628.413419877522,1089,1206,1102,0.58415400833995,0.567980327814194,0.773870666574949
"FBgn0017567",1127.68171473723,1009.95676216915,809.568658231668,88,83,58,459.502180854878,438.408787214729,621.720837635153,256,249,339,2.45098017264966,2.30072040337946,1.30165655177027
"FBgn0017572",190.820521564007,225.38874254825,192.640077846058,41,51,38,433.517478987487,377.924232391665,388.330619457934,665,591,583,0.441456398971538,0.597451213714539,0.497366680575147
"FBgn0017577",1258.38818665987,1641.98615165137,1491.89791549021,294,404,320,1213.44907713597,1251.45420743172,1232.50059482917,2024,2128,2012,1.0370037001715,1.31181335165976,1.21029363240556
"FBgn0017578",268.688321674688,262.866105221776,629.672934211407,33,34,71,123.169265482495,208.076882211759,171.294746803355,108,186,147,2.17194102442933,1.2620529942403,3.66043043048324
"FBgn0017579",678.198945784839,1207.47793986103,1311.2252216454,40,75,71,15576.8090207368,17602.125179771,20567.4251762647,6559,7556,8476,0.0436004154936492,0.0686513290975046,0.0637980404625079
"FBgn0017581",2713.59284374848,2613.3107838432,2388.10512406713,1760,1785,1422,1428.15151688549,1360.43675132011,1322.41617949984,6613,6422,5993,1.89944369905881,1.92025871294296,1.80525609485147
"FBgn0019624",2478.74898614552,2528.98872101078,2082.40179362982,188,202,145,2557.80963546444,2978.19102451136,3330.5140415608,1385,1644,1765,0.969102566981475,0.84922004000255,0.62536185279104
"FBgn0019637",392.841907430793,495.95448653654,437.622330910223,88,117,90,0,0,0,0,0,0,393.841907430793,496.95448653654,438.622330910223
"FBgn0019644",6619.4765895488,5449.66274620968,5279.98598871039,579,502,424,1796.72532435833,1839.40777913177,1997.80276448839,1122,1171,1221,3.68269640519854,2.96166034941511,2.6420745871152
"FBgn0019662",140.320241968027,156.7552957974,139.355761345165,34,40,31,294.240829045348,257.43838225873,300.052313122587,509,454,508,0.478660903456279,0.610417440391909,0.466217182951898
"FBgn0019686",4470.8645776036,4188.13484156527,4129.27401063055,1039,1025,881,2288.54949902334,2086.42925232073,2387.61131136233,3797,3529,3877,1.95316352824482,2.00683919558372,1.72915283076127
"FBgn0019830",531.847737467249,545.421048889119,548.411089323314,75,81,71,531.402483832025,526.133371956979,576.456110781257,535,540,568,1.00083631021407,1.03658974741162,0.951433501292418
"FBgn0019890",308.922547665435,254.227498222441,347.705750687554,150,130,155,197.602604978399,260.894730085185,202.196821089309,685,922,686,1.56051602494914,0.974542321410687,1.71609845477992
"FBgn0019925",2206.47129596407,1870.46991013922,2222.2437666085,345,308,319,1169.05096308175,976.268513825605,1012.33947719059,1305,1111,1106,1.88664542452912,1.91500072258871,2.19397725703165
"FBgn0019932",385.850319338985,358.244762201035,494.998686441599,45,44,53,277.435528025919,219.126716642939,326.422319013459,231,186,266,1.3893712561817,1.63199073551692,1.51485912119879
"FBgn0019936",595.468294242291,865.81591947813,567.529605972383,32,49,28,11971.5078550935,13162.0409977512,14509.0047181653,4593,5148,5448,0.0498198290167362,0.0658522540214088,0.0391819035910188
"FBgn0019938",326.551857501225,280.64152501688,326.426118103454,158,143,145,312.363486427078,316.909532695106,323.00524077914,1079,1116,1092,1.04527767812364,0.885917206160003,1.01055809256692
"FBgn0019949",156.431457379708,276.825498064436,116.175485543127,22,41,15,268.91121816893,274.526180278867,300.203178040069,270,281,295,0.583271263964937,1.00834518804435,0.389024731762755
"FBgn0019957",531.891565051713,702.15812364428,494.571535488912,82,114,70,546.043784664244,561.469070197188,635.904182165034,601,630,685,0.974129640059402,1.25012762639156,0.778094334071275
"FBgn0019960",293.863603208571,305.615349863137,243.875579252133,84,92,64,439.054333806836,436.924535778496,485.657507416416,896,909,970,0.670061809544643,0.700155677091875,0.503178468471876
"FBgn0019968",107.501590550933,142.258804497317,145.745355776497,94,131,117,289.780627516201,351.188754446361,241.09135740215,1809,2235,1473,0.373138993053752,0.406767117600105,0.606156937410745
"FBgn0019972",757.043532619011,682.654264038506,753.410382841387,139,132,127,846.784261468119,852.326152506601,841.824706974244,1110,1139,1080,0.894146738825154,0.801164082490976,0.895097612348995
"FBgn0019982",150.049496702436,229.551882429922,99.8795437266727,18,29,11,288.404967582394,324.133941562176,355.525013003509,247,283,298,0.521931250746179,0.709098168349282,0.282952219472129
"FBgn0019985",31.3978027136494,14.1224155838257,8.99989590414401,19,9,5,11.1104241296689,9.30905398693396,9.22363526934157,48,41,39,2.67519967647369,1.46690623630378,0.978115478564801
"FBgn0019990",440.418947123614,449.437740545499,416.022734718046,241,259,209,275.426021260445,214.679761150245,230.418167899888,1076,855,881,1.59687914007095,2.0884562285458,1.80203109592696
"FBgn0020018",393.170984008014,355.273328029524,393.719071488998,62,59,57,173.208071642344,158.575903625749,180.607052622543,195,182,199,2.26264478041674,2.23262610415847,2.173478759712
"FBgn0020224",267.750276845174,331.974679186795,419.817503689028,157,205,226,592.41453067743,618.600461882759,665.834817132759,2480,2640,2728,0.452887927328598,0.537402244948295,0.631067084197028
"FBgn0020235",912.932426797663,935.139285242328,884.779766336398,127,137,113,1805.33976084498,1665.20811818469,1886.80102090462,1793,1686,1834,0.505958207092855,0.561838149163646,0.469212462821924
"FBgn0020236",365.237250884784,516.774956054836,574.349752358316,151,225,218,808.373936501305,815.546471826582,769.883052886984,2386,2454,2224,0.452494495273624,0.634103475943744,0.746351538282766
"FBgn0020238",11630.0742717932,9222.58210129111,9937.33212026153,3730,3115,2926,3030.93674065309,3280.6889463375,3256.19092527848,6940,7658,7297,3.83618632797987,2.81062046163303,3.05119728878399
"FBgn0020248",32.9258939169267,109.427490999589,53.7960836585587,8,28,12,554.00632193851,500.457146397423,584.320494065597,961,885,992,0.0611270404964601,0.220213216209848,0.0936172305841348
"FBgn0020249",112.708267632563,176.272964023343,122.765857369895,17,28,17,414.176503300657,393.519843586269,413.699695671583,446,432,436,0.273879342228139,0.44933852353761,0.298446945251462
"FBgn0020251",176.373437724182,146.757800429171,150.520920146522,97,85,76,100.091625279648,155.641543556124,106.17284813956,393,623,408,1.75458092827686,0.943286161989521,1.41379950964084
"FBgn0020255",6397.71543188914,7550.4227522654,7438.41396477502,1157,1438,1235,5292.32767851635,4976.32684282769,4999.1284493979,6833,6550,6317,1.20882662485815,1.51716433152204,1.48784457040716
"FBgn0020257",124.911028249189,155.675732608515,178.5755194592,48,63,63,129.034710984506,450.154206791598,213.405705826115,354,1259,573,0.968287830963775,0.347277561086532,0.837550095820854
"FBgn0020261",161.793402849126,168.43988329478,157.121733939605,83,91,74,395.362090149902,409.511629130513,372.997553317053,1448,1529,1337,0.410718902979743,0.412752943573518,0.422788150717016
"FBgn0020270",213.760693555308,267.33669559725,306.661728754079,41,54,54,276.044779545095,217.051433571036,235.78867107654,378,303,316,0.775184047531751,1.23061193041793,1.29930932656246
"FBgn0020272",51.5520033697276,57.1101314058436,23.3967821887919,12,14,5,119.746029692471,120.412203924479,116.817998500811,199,204,190,0.43522758887868,0.478618536914043,0.207071775953009
"FBgn0020278",114.925147911056,124.717627598839,157.96594764816,84,96,106,153.118021917976,162.414786180958,129.624064085114,799,864,662,0.752184244700163,0.769316109863063,1.21697291200937
"FBgn0020279",1484.21043258678,1160.91536772181,1357.25937338458,885,729,743,1511.39162428155,1699.37909251282,1458.83026266271,6434,7375,6078,0.982027676391233,0.683327249104626,0.930422808818289
"FBgn0020294",4.45653022760951,6.34759103842019,9.70842274092885,2,3,4,9.36336301055297,12.2462434614505,9.24818945109729,30,40,29,0.52652119027898,0.55469243486301,1.04490874139551
"FBgn0020299",9.3723242418471,24.918744601621,14.2921368891063,5,14,7,4.4634427353395,41.2072203632304,12.3403361836457,17,160,46,1.89849601145358,0.614083191893881,1.14630820982258
"FBgn0020300",15.9258401912297,15.1224854784821,0,2,2,0,50.1913199313784,82.0558706896317,67.2382231846953,45,75,59,0.33063887029908,0.194116145488735,0.0146545433531201
"FBgn0020304",123.388354436595,191.518431851046,167.998735142175,52,85,65,402.160992791035,522.613215835412,419.740773394013,1210,1603,1236,0.308532711896231,0.367672980797261,0.401669497773899
"FBgn0020305",2231.87546740687,1681.9777097586,1668.92702573651,252,200,173,404.41826633428,362.628320624951,408.147507211499,326,298,322,5.50758476571894,4.6282910716804,4.08147916412278
"FBgn0020306",899.582458801747,1579.05346315281,1467.15183226639,1116,2063,1671,1448.36986557616,1412.42429894175,1202.66509449763,12828,12753,10425,0.621361379307925,1.11789040582917,1.21973449174344
"FBgn0020309",24.0422028921098,106.089707114305,50.8347980940093,17,79,33,301.299420136237,370.165852883835,358.051113218537,1521,1905,1769,0.0828390702199296,0.288522519736806,0.144366069859419
"FBgn0020312",38.1961570319891,114.388139737712,64.007098417938,13,41,20,260.098077088216,328.606961482317,283.418420474248,632,814,674,0.150120435466654,0.350077981420009,0.228561491585331
"FBgn0020369",4873.80619892115,4131.08820188466,4299.08873681644,652,582,528,1416.64881343638,1367.01963536801,1447.4724811314,1353,1331,1353,3.43865571834017,3.02048895721667,2.96870585588043
"FBgn0020370",1273.4583737037,1203.00895855303,1113.95225173927,584,581,469,1044.27469081522,1089.36098677373,997.09061339164,3419,3636,3195,1.21925689476872,1.10422967545416,1.11708519925913
"FBgn0020372",21.5682874764085,8.19212324728294,9.39717860866726,5,2,2,3.62527248497365,3.55609165865794,10.4950965793523,6,6,17,4.87934225491086,2.01754572470357,0.904488147349964
"FBgn0020376",8.98555538186677,0,0,1,0,0,1.25860273343906,0,0,1,0,0,4.42112073718351,1,1
"FBgn0020377",270.24181082619,239.782997901318,183.369934800701,61,57,38,62.0535243839939,216.086232373557,63.4036947273958,100,355,100,4.30177081259306,1.10915830667227,2.86272294751243
"FBgn0020379",1.88863211913269,26.9004442963461,24.6859840434271,1,15,12,77.245638627999,62.53749062231,86.4946426110208,292,241,320,0.0369174840896377,0.439117818835443,0.293572077979912
"FBgn0020381",92.1703338936216,75.8514830762038,13.38602784244,15,13,2,67.99402307956,72.6063140587695,70.352858458642,79,86,80,1.35041166951785,1.04408818807098,0.201618101267498
"FBgn0020385",639.174743302592,523.90875646323,413.786308519939,212,183,126,169.767105156001,160.313740263057,166.55700713689,402,387,386,3.74881768194039,3.2539618485521,2.47549365799467
"FBgn0020386",644.703036226036,507.88430526125,667.555300214748,405,336,385,616.514894539071,623.559566629319,621.955336218896,2765,2851,2730,1.04564771139327,0.814789064888788,1.07319941149012
